Emotion,Text
fear,어렸을 때 혼자 집에있을 때 아버지와 어머니의 죽음을 무한정 두려워했습니다. 
neutral,누군가 잡아 당기려고 머릿속에 꽂으면 어떨까요? 그럼 뭐야? 
sadness,할머니가 돌아가 셨을 때. 
fear,저와 위에 언급 된 사람이 임신을 의심했을 때. 
neutral,아주 간단합니다. 남자들은 악수를하고 여자와 아이들은 악수를하지 않습니다. 
sadness,우리 할머니는 방금 돌아가셨어요. 
anger,친구가 나와의 약속을 잊었습니다. 
sadness,친구가 고등학교 졸업 시험에 합격하지 못했을 때. 
joy,대학에 합격했을 때. 
neutral,왜 그녀에게 묻지 않습니까? 
fear,내가 입양 대리인이었을 때 우리는 아이들을 얻기 위해 RINGER를 통해 사람들을 두었습니다. 그러나 오래된 Travionica Jenkins는 그들을 망칠 수 있습니다. 그리고 그들을 유지하십시오. 
joy,"고마워요, 스티브. 당신은 항상 너무 고무적입니다. "
neutral,당신은? 
joy,확인 . 토요일 아침에 전화 할게. 
fear,그동안 씨앗을 지켜왔으니 아름다운 꽃이 될 때입니다 ~ S.C. 폴 
anger,나는 내 남자 친구에게 차가 견인 될 것이기 때문에 특정 장소에 주차하지 말라고 말했다. 그는 듣지 않고 견인되었다. 그 단계에서 우리의 재정은 빈곤선보다 낮았고 $ 10.00의 비용이 들었습니다. 우리가 그 주를 견디는데 필요한 모든 돈 (임대료 포함). 
anger,왜 제 질문에 직접 답하지 않으셨습니까? 왜 중국인은 이런 식으로 질문에 대답할까요? 나는 단순히 당신이 그것을했는지 여부를 물었다. 아주 간단한 질문입니다. 그리고 중국인은 종종 직접적인 대답을하기 전에 이유를 제시합니다. 
sadness,이전에 설명한 두 가지 상황에 슬펐습니다. 고양이와 학교. 슬픔은 다른 감정과 섞여있었습니다. 
anger,오빠는 내 돈을 자기 목적으로 사용했습니다. 
joy,내 남자 친구가 내가 충동적인 키스를 한 후 나를 사랑한다고 마지막으로 말했을 때. 
sadness,방문 중 하나에서 우리는 Occidental Oil Company의 대표자가 그곳에 좌초되어 가장 비참 해 보이며 진흙과 쏟아지는 비에 휩싸여있는 것을 발견했습니다. 
neutral,그러나 그들은 그다지 유행하지 않습니다. 이것들은 어떻습니까? 
anger,"""리틀 사라""라는 이름에 대한 그녀의 성가심을 억누르고 그녀는 모든 것이 잘된다고 대답했다. "
fear,바사 공원을 빠져 나가다가 돈을 훔치려 던 세 사람에게 둘러싸여있었습니다. 나는 겁이 났고 다른 사람들의 모습으로 만 구원을 받았습니다. 
neutral,왜 ? 
anger,"`로봇,`그는 내 분노를 발산 할 수단을 주었다고 말했다. ""다른 논리를 읽을 때까지 논리는 나를 당혹스럽게했다""논리만으로는 이것을 설명 할 수 없다. "" "
neutral,예 . 
fear,대학 1 학년 시험을 치르고 P110 시험에서 실수를 많이했을 때. 나는 실패하여 의과 대학에 갈 수 없다는 것을 두려워했습니다. 
fear,"어느 날 밤, 내가 대학에서 나왔을 때 나는 내 차 근처에 두 명의 이상한 사람을 보았다. 내가 가까이 다가 갔을 때 그들은 멀어졌다가 다시 가까워졌습니다. 나는 그들이 가해자라는 느낌이 들었습니다. 내가 떠난 후 앞 유리가 부서진 것을 발견했습니다. "
fear,나는 혼자 집에 있었고 어머니는 집을 데우라고 요청하셨습니다. 나는 스토브에 너무 많은 연료를 넣었습니다. 빛이 나기 시작했고 집 전체에서 폭발 할 듯 소리가났다. 
joy,두 관찰자는 즐겁게 시선을 교환하고 나무 아래를 떠돌았다. 
sadness,나는 오늘 해고 당했다. 
sadness,더비 카운티의 첫 번째 사단 기슭의 슬픔은 크리스탈 팰리스에서 2 대 1로 내려 가면서 계속됩니다. 
anger,고양이는 내 물고기를 먹었습니다. 나는 그것을 죽일 것입니다. 
neutral,가난한 소녀 ! 
neutral,얼마예요 ? 
neutral,그녀는 10 살입니다. 
joy,Lonavala에서 피크닉을하러 갔을 때 나는 기쁨이 넘쳤습니다. 
fear,나는 나무 위의 태양 아래에서 날아 다니는 경계가없는 세상을 보았다. 꿈은 나의 현실 
joy,"동시에, 나는 기뻐서 내가 가졌던 악으로 돌아갈 수 있습니다. ""라고 Tyson은 말했습니다. "
sadness,친한 친구 나 친척을 잃은 경우에도 집을 비울 때도 슬픔을 느낍니다. 
neutral,그렇지 않습니까? 
joy,그녀는 그녀의 파운드 노트를 Yanto의 fivers와 분리하면서 쾌활한 기운의 물결이 그녀를 휩쓸었다. 
neutral,바로 그거죠 . 
sadness,"그는 Kurfrstendamm에서 Maud를 한 번 보았고, 카페에서 혼자 식사를하고 약간 황량한 모습을 보였습니다. 그녀의 식사는 방금 왔지만 그녀의 접시 옆에 동전 더미가 이미 쌓여있었습니다. "
neutral,뵙겠습니다. 
sadness,아닙니다 . 못해 미안해. 
neutral,어떻게 지내세요? 
fear,10 살에 수양 할머니가 돌아가 셨고 저는 죽을 까봐 두려워했습니다. 
anger,"때때로 내가 일하러 갈 때 내 미친 상사 (유대인 변호사)가 그의 방식대로 일을한다고 주장한다 (파일링, 타이핑 등). 그는 때때로 내가하지 않은 일에 대해 나를 비난하고 나는 그에게 소리를지를 수 없습니다. "
anger,"나는 프로그램을 계획하는데 실수를했고, 토론의 문제를 제기하지 말라는 반복적 인 요청에도 불구하고 교수님이 계속해서 발언을했지만 그 실수를 공개적으로 받아 들였다. 나는 화가 나서 반응했다. "
joy,기말 고사에 합격하려면 두 가지 시험을 통과해야했습니다. 공부를 많이하지 않았기 때문에 뒤처지기 위해 사임했습니다. 그럼에도 불구하고 나는이 시험에 성공했다. 
neutral,최악. 
fear,용기는 두려워하지 말아야 할 것을 아는 것입니다. -플라톤 
fear,우리는 우리가 가장 많이 직면하는 것들에 굴복해서는 안됩니다. 
anger,"이게 끝이야, 제인. 나는 항상 다른 남자들과 어울리는 여자 친구를 원하지 않는다. "
neutral,머리. 
anger,"어느 겨울날, 나는 마지 못해 동생 (나보다 10 살 어린)과 함께 야외에 있었다. 나는 그에게 화를 냈고 우리가 있던 눈 더미 아래로 동생을 던지고 싶었습니다. 나는 그를 밀었지만 내가 원했던 것만 큼 세게 밀지는 않았다. 우리 둘은 혼자였습니다. "
sadness,아버지는 내가 당선 된 것처럼 나를 기뻐하지 않을 것입니다. 
sadness,나는 매우 우울하고 여러 번 자살을 시도했습니다. 
sadness,나는 내가 사랑하는 남자와 헤어졌다. 
joy,학교를 떠나기 전에 시험에서 첫 번째 부문을 받았을 때. 
joy,"우리의 연간 매출은 기록을 경신 할뿐만 아니라 월별 수익도 우리의 예측을 초과했습니다. 2 년의 슬럼프 이후, 우리는 마침내 흑자 상태로 돌아 왔습니다. "
fear,@YesIamQuESt 내가 otFailure (노래)를들을 때 내가 여자에 대해 생각하고 있다면 당신을 화나게할까요? 
neutral,양손 터치 및 플래그 풋볼이란 무엇입니까? 
neutral,그것은 간단합니다 . 매일 운동을하면 할 수 있습니다. 
fear,나는 그 높이에서 뛰어 내리는 것이 두렵다! 
fear,나는 상당한 돈을 가지고 있었고 폭행에 대한 두려움을 느꼈다. 
sadness,나의 매니저는 오늘 나의 실수로 나를 뛰어 넘었다. 
fear,그는 Childine이 겁에 질려 외롭고 괴로워하는 수천 명의 아이들에게 생명줄임을 증명했기 때문에 살아남 아야한다고 말합니다. 
anger,"택시 비용을 분담하기로 동의 한 후, 차 뒷좌석에 있던 세 명이 방금 도망쳐 서 그 사람은 전체 청구서를 앞당기 게되었습니다. "
anger,이제 다시 물러나고 아버지의 엄청난 분노에 의심 할 여지없이 리차드의 경의를 받아들이기를 거부 한 것은 젊은 왕이었습니다. 
anger,누군가 나에 대한 소문을 퍼뜨 렸습니다. 
fear,초등학교에서 선생님은 받아쓰기 중에 내가 바람을 피우는 것을 잡았습니다. 
neutral,가끔. 
anger,쾅? ! 쾅! 쾅! 왕들은 일요일 아침 7시에 무엇을하고 있습니까? 
anger,이 언덕 아래로 내려가는 먼지를 물어 뜯을 거라는 걸 알아요. 나는 의자 리프트에서 거의 죽을 뻔했다! 이것은 너무 부끄러 울 것입니다. 
anger,꺼져! 당신이 생각하는 것만 큼 좋지 않았습니다. 
fear,공식 @OfficialPWG 결과 및 범위를 보려면 Twitter에서 나를 따르십시오. 
joy,그러나 일부 젊은 돈은 선거에 대해 황홀했다. 
anger,주변 사람들이 무관심이나 비겁함으로 인해 어떤 불의를 겪는 것을 볼 때. 
joy,그녀는 더 행복 해지고 더 안정되었습니다. 
joy,"`내가 제일 좋아하는 기수를 만들 수있어서 너무 기뻐요. "" "
anger,"한 남자가 의자가 비어있는 동안 코트를 입혀서 자리를 잡았습니다. 나는 그에게 의자를 사용할 수 있는지 물었고, 그는 의자가 그의 코트를위한 것이라는 데 동의하지 않았습니다. "
anger,나는 매우 아름다운 소녀와 사랑에 빠졌고 휴가를 위해 돌아 갔을 때 그녀가 단지 친구라고 말한 다른 남자와 그녀를 발견했습니다. 나중에 나는 그것들을 함께 찾았고 뭔가 수상한 것이 있다고 확신했습니다. 
joy,나는 내 친구 중 한 명과 매우 즐거운 대화를 나누었습니다. 
neutral,후회 없다 ? 
joy,훌륭하군 . 
neutral,그것은 우리입니다. 
fear,컷이 아닙니다. 그것은 헐떡입니다! 컷보다 큽니다! 아! 의사가 필요 해요 . 
fear,아나 운트의 집에 머무르는 동안 어둠 속에서 잠을자는 것이 두렵다는 것을 알게되었습니다. 여동생과 내가 함께 쓰던 방에는 불이 들어오지 않았고 옆에있는 화장실의 불도 켜지지 않고는 잠을 자지 않았습니다. 
anger,내가 신뢰하고 개인적으로 기밀 사항을 공유 한 한 소녀가 사실을 왜곡하고 우리의 공통 친구에게 이야기했습니다. 이 평범한 친구가 내 친구가 말한 버전을 내게 말했을 때 나는 화가났다. 
fear,깜짝 놀란 패트릭은 서점의 구석 구석 미로에서 추종자들을 잃고 싶어서 포일 스로 향했다. 
neutral,그래. 
neutral,"예, 여기 관리자입니다. 뭘 도와 드릴까요, 부인? "
neutral,문제 없어요 . 
neutral,아니 . 
neutral,감사합니다 . 
sadness,"미안 해요, 난 아주 가까이 있어요. "
joy,"나는 내가 무엇을 상상할 수 있을지 모르겠지만, 그녀보다 나에게 더 기쁜 얼굴이나 모습을 거의 본 적이 없다고 고백한다. "
neutral,650 위안. 
neutral,무엇을 위해? 
joy,그는 그의 상금을 연구하면서 그의 입술에 즐거움의 미소가 번졌다. 
neutral,"아, 알겠습니다. "
fear,한 번은 중등 학교에서 친구와 밤을 보냈습니다. 우리는 서로에게 무서운 이야기를했고 갑자기 이상한 소리를 들었습니다. 나는 몹시 겁이났습니다. 
joy,내가 심리학 학생으로 받아 들여 졌다는 소식을 들었을 때. 
joy,오랜만에 다른 동네에서 다시 여자 친구를 만났을 때 
anger,나는 술에 취한 남자가 계속 나를 괴롭히는 박람회에 갔고 결국 나는 정말 화가났다. 
anger,"글쎄, 눈꺼풀을 꼬 집을지도 몰라! 아니면 안구를 잃으십시오! "
joy,상황은 사람마다 다릅니다. 
anger,그들은 이유없이 나를 체포했다. 
neutral,정말 ? 
neutral,네. 
neutral,그러나 어떤 여성들은 악수를합니다. 그리고 이제 많은 아이들이 매너가 좋아서 악수도합니다. 
anger,알아 ! 그러나 그것은 그녀에게 정말 중요합니다! 이 남자는 그녀의 평생을 망칠 수 있습니다! 
neutral,좋은 . 
fear,런던 숲을 건넜을 때 숲 길 근처에 광포 한 하이에나가 있다는 소식을 들었습니다. 
fear,절대 안돼 . 나는 내 재치로 무서워 할 것이다. 
anger,내가 파리에서 휴가를 준비 할 때 여자 친구는 항상 비판을 제기했습니다. 
anger,"남자 친구가 다른 여자를 \ ""채팅 \""합니다. "" "
fear,RSPCA는 그들이 사람들을 그렇게 두려워하지 않도록 동물들의 신뢰를 얻기 위해 다른 전술을 시도 할 것이라고 말했습니다. 
neutral,나는 희망한다 . 
joy,아내와 결혼하여 처음으로 집에 데려 갔을 때. 
anger,당신은 항상 이렇습니다. 나는 그녀에게 말하지 말라고 여러 번 말했다. 
joy,나는 기쁘다. 여기에 물건이 20 개 정도 밖에 없어서 집에 가려고 서둘러 요. 
fear,LOVE LOVE LOVE 다 온리 Thing I Truly 
neutral,그게 스타일이야! 당신은 권투 선수를 입습니다. 
fear,해야 할 일이있을 때 어렵습니다! 준비가 안 된 것 같아서 ... 내가 # 점프 할 준비가 됐나 ??? 
joy,당신을위한 재미! 원하는 것을 할 수 있습니까? 
neutral,태도를 바꾸지 않으면 코스를 통과하지 못할 것입니다. 
sadness,"노파가 버스를 타다가 놓치려고 길을 뛰어 다니는 모습을 보면서, 제 어머니가 생각 나고 같은 상황에서 그녀가되는 것이 얼마나 두려웠는지 생각 나게되었습니다. "
anger,당신에게 얼마나 많은 기회를 주어야합니까? 나는 당신을 포기했습니다! 
neutral,노트북 . 
neutral,오늘 수업에 등록하고 싶습니다. 
joy,크리스마스 연휴가 시작되었을 때 마지막 시험을 마쳤을 때 매우 기뻤습니다. 
joy,내가 사랑하는 소녀도 나를 사랑한다는 것을 알게되었다. 
neutral,나는 야구와 농구를 좋아합니다. 
neutral,"좋아, 다음? "
anger,나는 학교 도서관에 가서 책을달라고했지만 사서가 그런 책이 없다고 말했다. 그러나 다른 동료가 요청했을 때 그녀는 그에게주었습니다. 
fear,클라우드는 제 자신에게 개인적인 질문을 많이했습니다. 2this #CylonTakeover #fb 때문에 잠시 업그레이드를 피했습니다. 
fear,이것은 웨스트 민스터에 많은 경악과 실망을 일으켰 습니다. 
sadness,그리고 Sunny로서 Glenn Close의 완고하고 고통스러운 연기는 당신을 그녀에게 슬프게하고 동시에 그녀를 미워하게 만듭니다. 
fear,그들은 어느 날 저녁 수상한 사람을 붙잡아 경찰에 넘겼습니다. 그러나 그는 길을 잃은 겁에 질린 빌베리 피커로 밝혀졌습니다. 
anger,"Leonora는 그의 팔에 굳게 누워서, 빨래 뭉치처럼 운반되는 것을 분개했다. "
fear,나는 집에 혼자 있었고 침대에서 초자연적 인 경험이 담긴 여성 잡지를 읽고 있었다. 다리가 가렵고 손을 뻗어 긁 혔고 또 다른 이상한 손이 느껴졌습니다. (나중에 나는 그것이 담요의 모서리라는 것을 깨달았습니다) 
sadness,물론 나는 그들을 좋아한다. 내가하지 않았다면 나는 완전히 비참 할 것이다. 
sadness,미안 해요 미안 해요! 
neutral,안녕 ! 
anger,평소처럼 친구가 집에서 공연 티켓을 잊었을 때. 우리는 그것을 놓쳤습니다. 
neutral,그 잡지의 온라인 버전이 있습니까? 
sadness,삼촌이 죽었습니다. 장례식에서 슬펐습니다. 
anger,그것은 너무 불공평합니다! 
sadness,내 여자 친구가 우리 관계를 끝내기로 결정했을 때. 
neutral,정말 ? 
neutral,어디서 배웠습니까? 
joy,내 결혼식에서 나는 사랑하는 남자와 함께 서서 그 사실을 가족과 친구들에게 인정합니다. 
sadness,"남편이 나에게 거짓말을했을 때, 나를 속이고 집을 떠나야 할 때. "
joy,여행자는 시차로 인해 생활하는 법을 배운다는 의미에서 시차로 인한 피로에 익숙해 지거나 여행에 대한 초기 흥분이 얇아지기 시작하면서 점점 더 짜증나게 될 수 있습니다. 
joy,그는 이것을 신중하게 생각하자 그의 눈에는 즐거움의 빛이 들어왔다. 
fear,컨트리 앤 웨스턴은 동요하는 동물을 진정시키는 데 적합합니다. 
joy,"진정해, 친구. 모든 사람은 러시아워 교통 체증에 지쳐 있습니다. 하지만 인생이 전부는 아닙니다. 먼저 주도권을 잡고 몇 가지 사항을 변경해야합니다. "
joy,Mumm. 그 버거 냄새가 좋아요. 바베큐를하기에 완벽한 날입니다. 
joy,시험에서 예기치 않게 잘 수행됩니다. 
fear,그래? 
fear,나의 Monmouth 선거구에있는 많은 육우 농부들은 MacSharry 제안의 영향에 대해 매우 염려하고 있습니다. 
fear,나는 내일 요인의 복귀를보기를 기다릴 수 없다. 그러나 내 아내는 
anger,내가 많이 신뢰하는 사람은 잘못된 행동을 정당화하기 위해 많은 잘못된 설명을 해주었습니다. 
anger,"수료증을 받기 위해 예전 학교까지 갔을 때, 그들에게 돈을 빚 졌다는 말만 듣고는 이것에 대해 아무것도 몰랐습니다. "
fear,무서움. = 실제처럼 보이는 거짓 증거 
fear,평균적인 성인은 오늘 @ KellyMcQuaid4와 @lisa_shanley라는 숙취로 고통받는 삶의 4 년을 보냅니다. ha ha !! 
joy,그도 피터도 다시 각광받는 것에 대한 흥분을 감출 수 없습니다. 
anger,웨이터! 
sadness,그녀는 모든 것이 끝나야한다는 것이 비참합니다. 
joy,나는 의학을 공부하고 있습니다. 
fear,나는 트럭이 싫어. 나는 트럭 운전사를 싫어합니다. 세상에. 나는 트럭이 싫어. 
joy,"글쎄, 그것이 무엇을하든, 나는 변화된 느낌! "
joy,남자 친구와 나는 저녁을 먹으러 나간 후 그의 가족에게 갔다. 우리는 아주 좋은 저녁을 보냈습니다. 
sadness,감사합니다.하지만 저는 진정으로 긴장을 풀고 싶습니다. 나는 매우 미안 해요 . 
neutral,그래? 
joy,샴 고양이의 주인 인 소장과 그의 아내는 에밀리를 만나서 기뻐하지 않았지만 마지 못해 그녀가 하룻밤을 머물 수 있다고 말하면서 그녀에게 우유 접시를 먹였다. 
anger,나에게 낯선 남자가 공개적으로 내 친한 여자 친구를 개인적으로 모욕했을 때. 
sadness,내 수학 시험 점수를 받았는데 그것이 사실이라는 것을 믿을 수 없었습니다. 과거에는 적어도 80 %의 점수를 받았습니다. 공부가 약해졌나요? 대학 진학을 너무 많이 기 대해서는 안된다는 생각이 들었습니다. 
sadness,그는 내 모든 것을 가져 갔지만 나를 해치지 않았습니다. 
fear,예배당에서 잠을 잤고 한밤중에 예배당에 다른 누군가가 있다는 것을 깨달았습니다. 나는 그것이 누구이며 왜 거기에 있었는지 결코 알지 못했습니다. 
joy,내가 본 모든 것에 대한 나의 기쁨은 경계를 넘어서는 것이 었습니다 정원은 내 여동생에게 할당되었고 자신은 다른 종류의 동물 외에도 조랑말을 타고 낚시를 할 수있는 운하가있었습니다. 
joy,좋아요. 나는 또한 하나를 얻을 생각을하고있다. Jane에게 Margaret과 조용히 얘기해달라고 부탁 할 수 있을까요? 내 생일은 그리 멀지 않습니다. 
neutral,무엇을 위해? 
anger,"사회학 수업에서 나는 폴리네시아 사람들을 착취하고 경찰의 새벽 습격 (Martin Luther King, Blacks in S.A.)에 대해 사회 구성원들에게 매우 화가났습니다. 그러나 이것은 내 자신의 단점을 반영한 것입니다. "
joy,"좋은 아침이에요, 존! "
sadness,나는 넘어져 팔을 다쳤습니다. 
neutral,우와. 
anger,나는 휴가를 갔고 어머니는 아무것도 남기지 않고 집을 떠났습니다. 돈은 학교로 돌아갈 돈이었습니다. 
anger,나는 집에 있었고 세금 보고서를 작성했습니다. 아무도 나를 도울 시간이 없었습니다. 빨리 병원에서 돌아온 친구를 만나고 싶었습니다. 나는 형과 아버지가 계산기를 잘 요구하지 않았기 때문에 계산기를 거절했기 때문에 화가났습니다. 나는 도움을 기다려야하고 세금 신고를해야했기 때문에 떠날 수 없었다. 
sadness,"아니, 난 하나입니다 . "
anger,그들의 결의안의 실패에 대해 분명히 미안해 한 공산당은 목요일 또 다른 전선에서 공격을 개시하여 금요일 최종 투표에 참여하는 것을 거부함으로써 1997 년 예산을 어뢰하겠다고 위협했다. 
joy,오랫동안 보지 못했던 친구를 볼 때. 
fear,"암살에 대한 왕좌를 빚진 보편적으로 인기가없는 왕은 그러한 문제에 민감 했음에 틀림없고, 때로는 무장 한 사람들의 대규모 집회에 참여하는 것을 긴장했을 것입니다. "
anger,끝났습니까? 
fear,내가 시체를보고 수술 할 때가되었을 때. 
sadness,우리는 어떤 사람들에게 회의가 행동을위한 전략을 개발하지 못했다는 사실을 알게되어 슬픕니다. 
fear,... 기억하십시오. 두려움은 마음을 제외하고는 어디에도 존재하지 않습니다. -데일 카네기 
fear,그가 말을하는 동안 그녀는 그의 눈에서 새벽 공포를 보았다. 
anger,제가 초등학교에서 문제아라고 지적되었을 때 어머니는 선생님의 입장을 취하셨습니다. 
sadness,나는 아버지가 아플 때 슬펐습니다. 
sadness,새로운 가능성에 대해 너무나 우울 해져서 우리의 비참함과 부적절함에 머 저키 즘적으로 살면서 우리의 사슬을 즐기기로 결심 했는가? 
joy,가족이 너무 행복 해요! 그들은 그것에 대해 매우 안도하고 흥분되어야합니다. 
anger,Serena는 자매애의 사랑과 Stella의 공격적인 불안감에 대한 성가심 사이에서 갈등을 겪습니다. 
sadness,세 개의 촛불은 우리 삶의 많은 부분에서 사랑하지 못한 것에 대한 우리의 슬픔을 표현하기 위해이 색으로되어 있습니다. 
anger,벽돌이야! 내가 얼마나 어리 석 었는지 믿을 수 없다. 젠장! 
sadness,오빠가 오토바이 사고를 당했다는 소식을 듣고 슬펐습니다. 
sadness,제 여자 친구예요. 나는 그녀가 군대 게임을하고 있다고 생각한다. 
fear,밤늦게 집에 돌아올 때. 
sadness,사랑하는 할아버지가 돌아가 셨을 때. 
sadness,남자 친구와의 관계는 끝났고 몇 년 동안 성공하지 못했습니다. 
neutral,네. 
neutral,그리고 지금 ? 
anger,우리 마을에 미친 소년이 있습니다. 이 소년은 날 발톱으로 얼굴을 쳤다. 
neutral,"안녕, 월터! "
joy,내 인생에서 가장 행복했던 상황은 내가 처음으로 사랑하는 사람과 함께있을 때였 다. 
sadness,제가 어렸을 때 저는기구 체조를 아주 잘했습니다. 나는 항상 대회에서 우승했지만 한때 4 위에 올랐다. 
joy,카라 피로 레가타에서 조정 레이스에서 우승했습니다. 다른 7 명의 친구와 함께. 
neutral,나는 할 것이다 . 
joy,몇 주 전에 중간 고사에서 아주 좋은 성적을 받았습니다. 
anger,Anne은 처음에 Joe에게 분개 함을 느꼈지만 그것을 생각했을 때 그의 경고의 좋은 감각을 깨달았습니다. 
sadness,할아버지가 돌아가 셨을 때 나는 그들을 얼마나 그리워할지 깨달았다. 
neutral,누구를 위해? 
neutral,"그래,하지만 난 재미로 거기 없어. 나는 전문성을 유지해야하고 내가주의가 산만 해지면 매니저는 꽤 화를 낼 것이다. "
sadness,요즘 잠을 잘 못 잤어요. 
fear,설문지에는 포함되지 않습니다. 
joy,불가리아 국립 음악원에 입학했을 때. 
sadness,그것은 우리입니다. 
anger,내 사촌이 동의없이 내 바지를 벗었다는 사실을 알았을 때였 다. 
anger,어머니는 저에게 심각하고 부담스러운 일에 대해 정신적 압박을 계속했습니다. 
sadness,형이 죽었을 때. 
fear,어젯밤에 공포 영화를 봤어요 그것은 나를 거의 두렵게 만들었습니다. 
neutral,잘 모르겠습니다. 커피 숍에서 길을 물어볼 것입니다. 
anger,그는 약간의 분노를 보였다. 
joy,팝 가수의 콘서트에 참석했을 때. 
sadness,나는 그녀의 남자 친구에게 무언가를 말했기 때문에 여동생과 다 투었습니다. 결과적으로 그녀는 내가 그들을 분리하려고한다고 생각하면서 나를 보았을 때 나를 들여다 보았다. 그녀는 나를 오해했다. 
fear,차갑고 겁에 질린 열 명의 남자가 참호에서 나와 냉소적 인 침묵 속에 젊은 장교의 말을 들었다. 
joy,나에게 거의 딸과 같은 여자 친구가 있습니다. 그녀는 역 밖에서 공부하고 있고 나는 그녀를 일년에 한 번만 볼 수 있습니다. 그녀의 도착은 항상 즐거운 일입니다. 
fear,어둠 속에서 혼자 외출. 
anger,"나는 내가하는 일에 대해 속이는 데 사용하지 않고, 그들이 나를 의심 할 때 분노를 느꼈던 두 번은 내가 클럽에 가겠다 고 말했고 그들은 전날에 나를 믿지 않았다. FLIPERAMA에서 저를 만났습니다. 나는 그들을 죽이고 싶었다. "
sadness,"사실, 나는 약간 화가 나 있습니다. 방금 회의에서 나왔는데 잘되지 않았습니다. "
fear,Rachel과 그녀의 어머니는 동요 해 보였다. 
neutral,120 위안. 
sadness,다른 사람들에게 속아 문제가 생겼습니다. 
neutral,물론입니다. 
neutral,그렇게 좌절 할 필요가 없습니다. 
neutral,멋있는 . 
fear,내가 학교에서 잘못 행동했을 때 감정이 들었고 교장은 내가 퇴학 당할 것이라고 협박했다. 
neutral,괜찮아 . 
sadness,저택에서 어머니를 만나러갔습니다. 그녀는 울고 있었고 곧 죽을 것이라고 말했습니다. 나는 그녀의 모든 불평을 믿었고 그녀를 잃을 가능성을 끊임없이 생각했습니다. 
fear,헨리 리 루카스라는 이름의 연쇄 살인범에 대한 이야기를 읽은 후 다른 사람보다 더 많은 사람을 죽인다는 구별을 받았습니다. 나는 내 안전을 위해 더 많은주의를 기울여야할지 궁금해하기 시작했습니다. 
anger,"오, 닥쳐, 그럴 래? 모두 당신 잘못 이었어요. "
sadness,"미안 해요, 아직 결정하지 않았어요. 잠시만 주 시겠어요? "
neutral,먼저 시내 중심에 가서 마실 것을 멈출 것입니다. 그런 다음 대학 박물관을 방문합니다. 
neutral,몇 분? 
sadness,"버스에 앉아 뒤에서 친한 소녀의 목소리가 들렸다. 그녀가 다른 소녀와 얼마 동안 이야기를 나눈 후 나는 실제로 누군가가 그녀를 흉내내는 것이 그녀가 아니라고 결정했고, 그것이 내가 마침내 보았을 때였습니다. 나는 그 당시 친구와 이야기하고 있었다. "
sadness,이것은 유감입니다! 
joy,작은 대회에서 동전을 땄을 때. 
fear,나는 내가 좋아하는 남자에게 함께 여행을 제안하기로 결정했다. 어느 날 아침 식사 중에 나는 그에게 내 생각을 말했다. 나는 그가 그것을 받아들이지 않고 그 아이디어가 결국 실패로 끝 날까 두려웠다. 
joy,감사 . 
joy,전 남자 친구와 내가 화해했을 때 그는 내가 그에게 매우 중요하다고 결정했습니다. 나는 항상 우리가 다시 만나기를 원했지만 이럴 가능성을 의심했기 때문에 나의 작은 믿음이 입증되었을 때 매우 행복했습니다. 
joy,"그녀는 인내심, 친절, 재미, 영리, 배려, 그러나 또한 엄격했습니다. 나는 그녀에게서 정말 많은 것을 배웠다. "
sadness,"어느 날 밤, 아주 소중한 사람이 ""당신이 싫어요""라고 말했습니다. 물론 그것은 충동이었고이 사람은 나에 대해 그렇게 느끼지 않았습니다. 그 사람은 후회를 표했고 모든 것이 해결되었지만 잊을 수 없습니다. "" "
sadness,나는 매우 실망 스럽습니다. 
sadness,나는 실망했다 
sadness,나는 기분이 좋지 않다 tbh 
joy,검은 공을 넣을 수 있습니까? 
fear,나는 밤에 차까지 걸어 가다가 뒤 따르고 있다고 생각했다. 
anger,"글쎄, 내 키에 대해 내가 할 수있는 일은 없다! "
joy,보석상은 기뻐했습니다. 그는 많이 지출하기 시작했습니다. 
anger,더 이상 당신을 믿지 않습니다. 
anger,지난 주말에 휴가 허가를받지 못해 화가났습니다. 
joy,나는 우리가 모든 것을 바로 잡아서 기쁩니다. 
neutral,150 파운드. 
sadness,"오전 11시를보고 있습니다. 그들은 굶주린 난민에 대한 프로그램을 가지고있었습니다. 그들의 곤경은 저에게 슬픔의 근원이었습니다. "" "
fear,정부는 경찰에 대한 이러한 공격에 대해 공포를 표명했지만 행동을해야합니다. 
anger,반란군 --- 정부가 그들을 합법적 인 변화의 힘으로 인정하기를 바라는 --- 법안이``치아파스의 반대 집단 ''과 같은 모호한 용어로 그들을 언급했다는 사실에 불만을 품었다. '' 
fear,그들은 사방에 스파이이지만 열매는 너무 크고 땅에는 거인이 있습니다. 
neutral,"아, 아니 ... "
joy,C.S. 프로젝트를 마쳤을 때 너무 기뻤습니다. 다음날 마감이되어보고 지쳐서 안심이되었습니다. 
anger,내가하지 않은 일로 고발 당했을 때. 
neutral,알아 . 
sadness,그러나 나는 나 자신을 의심한다. 
joy,나는 여름에 변호사 사무실에서 일했고 그로부터 아주 좋은 참조를 받았습니다. 
joy,그의 귀환에 대한 그녀의 엄청난 기쁨을 숨기려했던 Juliet은 David에게로 향했습니다. 
sadness,`하지만 다른 사람들은 매우 슬프고 걱정했습니다. 
